Sr#,PSID,City,Month,WMC,Division,District,Tehsil,Office,UC,Billing Category,Amount,Fine,Bill PDF,Channel,Paid Date,Paid Amount,Status,Active
4163,26770110100915008385,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-13, Iqbal Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4164,26770110100915006348,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4165,26770110100915010430,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4166,26770110100915012058,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4167,26770110100915018848,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-13, Iqbal Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4168,26770110100915004220,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4169,26770110100915011502,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-7, Rehmanpura 02, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4170,26770110100915001558,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4171,26770110100915012983,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-13, Iqbal Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4172,26770110100915034233,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","UC-81, Chak 34/NB, Sargodha",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 06, 2025",200,paid,1
4173,26770110100915021977,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","UC-68, Chak 92/NB, Sargodha",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 06, 2025",200,paid,1
4174,26770110100915015493,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4175,26770110100915034234,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","UC-81, Chak 34/NB, Sargodha",Domestic Rural Above 5 to 10 marla,200,20,,1Bill,"Nov 06, 2025",200,paid,1
4176,26770110100915026278,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4177,26770110100915031627,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4178,26770110100915022835,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4179,26770110100915017475,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4180,26770110100915005878,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4181,26770110100915007190,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-18, City I, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4182,26770110100915007089,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4183,26770110100915016745,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4184,26770110100915004418,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4185,26770110100915021366,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4186,26770110100915007213,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4187,26770110100915015240,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-12, Urban Area, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4188,26770110100915029141,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-9, Islam Pura, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4189,26770110100915014473,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-12, Urban Area, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4190,26770110100915031813,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4191,26770110100915014563,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-13, Iqbal Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4192,26770110100915007809,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4193,26770110100915014411,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-13, Iqbal Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4194,26770110100915034376,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","UC-81, Chak 34/NB, Sargodha",Domestic Rural Above 5 to 10 marla,200,20,,1Bill,"Nov 06, 2025",200,paid,1
4195,26770110100915012475,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4196,26770110100915006712,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-12, Urban Area, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4197,26770110100915015559,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4198,26770110100915030409,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","UC-74, Chak 79/NB, Sargodha",Domestic Rural Above 10 to 20 marla,400,40,,1Bill,"Nov 06, 2025",400,paid,1
4199,26770110100915013306,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-21, Muslim Abad, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4200,26770110100915012451,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4201,26770110100915019974,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4202,26770110100915004602,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4203,26770110100915019375,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4204,26770110100915021459,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4205,26770110100915006405,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4206,26770110100915006076,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4207,26770110100915011830,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-7, Rehmanpura 02, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4208,26770110100915010796,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-18, City I, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4209,26770110100915012787,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-13, Iqbal Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4210,26770110100915019651,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Medium business,1000,100,,1Bill,"Nov 06, 2025",1000,paid,1
4211,26770110100915018657,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4212,26770110100915012879,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4213,26770110100915018685,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4214,26770110100915013720,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-21, Muslim Abad, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4215,26770110100915001850,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-16, Muqam-e-Hayat I, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4216,26770110100905018141,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Hadali/Ward-20/Muhalla Civil Hospital,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4217,26770110100905018868,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-22/Satellite Town 01,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4218,26770110100905018929,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-22/Satellite Town 01,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4219,26770110100905020905,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-23/Ghalla Mandi,Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4220,26770110100905020679,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",KHB 02,Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4221,26770110100905018964,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-22/Satellite Town 01,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4222,26770110100905018987,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-22/Satellite Town 01,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4223,26770110100905020534,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-23/Ghalla Mandi,Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4224,26770110100905019014,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-22/Satellite Town 01,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4225,26770110100915001951,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4226,26770110100905019907,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4227,26770110100905017391,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-23/Ghalla Mandi,Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4228,26770110100905020572,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4229,26770110100905020344,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4230,26770110100905019564,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Above 5 to 10 marla,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4231,26770110100905020567,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Above 5 to 10 marla,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4232,26770110100905020587,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-20/Ihsan Colony,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4233,26770110100905017650,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-23/Ghalla Mandi,Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4234,26770110100915010835,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-18, City I, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4235,26770110100905020021,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",KHB 02,Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4236,26770110100915002633,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-16, Muqam-e-Hayat I, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4237,26770110100915009140,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4238,26770110100915005096,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4239,26770110100915021197,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4240,26770110100915005043,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4241,26770110100915010713,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-18, City I, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4242,26770110100915018448,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-16, Muqam-e-Hayat I, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4243,26770110100915016043,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4244,26770110100915009787,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-7, Rehmanpura 02, Sargodha",Domestic Urban Above 5 to 10 marla,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4245,26770110100915014887,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4246,26770110100915010836,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-18, City I, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4247,26770110100915030514,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","UC-74, Chak 79/NB, Sargodha",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 06, 2025",200,paid,1
4248,26770110100915013273,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-12, Urban Area, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4249,26770110100915007772,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-16, Muqam-e-Hayat I, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
