Sr#,PSID,Month,WMC,Division,District,Tehsil,Office,UC,Billing Category,Amount,Fine,Bill PDF,Channel,Paid Date,Paid Amount,Status,Active
298,26770110100911005010,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-11 Tariq Abad,Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/139/bill-spj-15384-area-5773-02-59-04.pdf,1Bill,"Nov 18, 2025",500,paid,1
299,26770110100911009309,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-3, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/139/bill-spj-15333-area-5765-02-58-45.pdf,1Bill,"Nov 18, 2025",500,paid,1
300,26770110100911005143,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/139/bill-spj-15387-area-5764-02-59-04.pdf,1Bill,"Nov 18, 2025",500,paid,1
301,26770110100911007532,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/139/bill-spj-15339-area-5763-02-58-47.pdf,1Bill,"Nov 18, 2025",300,paid,1
302,26770110100911006929,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-13 Ashraf Colony Bhalwal,Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/139/bill-spj-15397-area-5775-02-59-07.pdf,1Bill,"Nov 18, 2025",500,paid,1
303,26770110100911007967,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/139/bill-spj-15341-area-5763-02-58-48.pdf,1Bill,"Nov 18, 2025",500,paid,1
304,26770110100911004577,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-17 Block no 2,Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/139/bill-spj-15310-area-5780-02-58-36.pdf,1Bill,"Nov 18, 2025",500,paid,1
305,26770110100911008795,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/139/bill-spj-15412-area-5784-02-59-13.pdf,1Bill,"Nov 18, 2025",500,paid,1
306,26770110100911008936,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-17 Block no 2,Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/139/bill-spj-15312-area-5780-02-58-36.pdf,1Bill,"Nov 18, 2025",500,paid,1
307,26770110100911003711,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,1000,105,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/139/bill-spj-15415-area-5784-02-59-14.pdf,1Bill,"Nov 18, 2025",1000,paid,1
308,26770110100911007790,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/139/bill-spj-15340-area-5763-02-58-47.pdf,1Bill,"Nov 18, 2025",300,paid,1
309,26770110100911005373,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 17, 2025",500,paid,1
310,26770110100911004760,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 17, 2025",300,paid,1
311,26770110100911005355,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/32/139/bill-spj-15387-area-5764-02-59-04.pdf,1Bill,"Nov 17, 2025",500,paid,1
312,26770110100911007822,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-12 Ashraf Colony,Commercial Urban Small business,500,50,,1Bill,"Nov 17, 2025",500,paid,1
313,26770110100911008895,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-17 Block no 2,Commercial Urban Small business,500,50,,1Bill,"Nov 17, 2025",500,paid,1
314,26770110100911007298,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 17, 2025",300,paid,1
315,26770110100911005942,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-18 Al Fazal town,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 17, 2025",300,paid,1
316,26770110100911006302,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-5 Zahoor Hayat Colony Bhalwal,Commercial Urban Small business,500,50,,1Bill,"Nov 17, 2025",500,paid,1
317,26770110100911005180,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-11 Tariq Abad,Commercial Urban Small business,500,50,,1Bill,"Nov 17, 2025",500,paid,1
318,26770110100911005872,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-20 Noon Sugar Mills,Commercial Urban Small business,500,50,,1Bill,"Nov 17, 2025",500,paid,1
319,26770110100911007852,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-12 Ashraf Colony,Commercial Urban Small business,500,50,,1Bill,"Nov 17, 2025",500,paid,1
320,26770110100911004948,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-20 Noon Sugar Mills,Commercial Urban Small business,500,50,,1Bill,"Nov 17, 2025",500,paid,1
321,26770110100911004616,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-17 Block no 2,Commercial Urban Small business,500,50,,1Bill,"Nov 17, 2025",500,paid,1
322,26770110100911005365,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 16, 2025",500,paid,1
323,26770110100911003731,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 16, 2025",500,paid,0
324,26770110100911003705,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 16, 2025",500,paid,0
325,26770110100911003607,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-17 Block no 2,Commercial Urban Small business,500,50,,1Bill,"Nov 16, 2025",500,paid,0
326,26770110100911007690,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 16, 2025",300,paid,1
327,26770110100911007527,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 15, 2025",300,paid,1
328,26770110100911007927,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 15, 2025",500,paid,1
329,26770110100911005100,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-11 Tariq Abad,Commercial Urban Small business,500,50,,1Bill,"Nov 15, 2025",500,paid,1
330,26770110100911005884,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-24 Chak no 8 NB,Commercial Urban Medium business,1000,100,,1Bill,"Nov 15, 2025",1000,paid,1
331,26770110100911007830,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-10 Noor Hayat Colony,Commercial Urban Small business,500,50,,1Bill,"Nov 15, 2025",500,paid,1
332,26770110100911007541,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 14, 2025",300,paid,1
333,26770110100911008562,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Medium business,1000,100,,1Bill,"Nov 14, 2025",1000,paid,1
334,26770110100911009393,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 14, 2025",300,paid,1
335,26770110100911004992,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-23 Lala Zahar Colony,Commercial Urban Small business,500,50,,1Bill,"Nov 14, 2025",500,paid,1
336,26770110100911008070,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Medium business,1000,100,,1Bill,"Nov 14, 2025",1000,paid,1
337,26770110100911009079,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 14, 2025",500,paid,1
338,26770110100911009418,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 14, 2025",300,paid,1
339,26770110100911005700,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 14, 2025",500,paid,1
340,26770110100911004133,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 14, 2025",500,paid,0
341,26770110100911004749,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-3, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 14, 2025",300,paid,1
342,26770110100911004770,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 14, 2025",300,paid,1
343,26770110100911008771,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 13, 2025",500,paid,1
344,26770110100911003732,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 13, 2025",500,paid,0
345,26770110100911008412,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 13, 2025",500,paid,1
346,26770110100911003832,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 13, 2025",500,paid,0
347,26770110100911009010,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-17 Block no 2,Commercial Urban Small business,500,50,,1Bill,"Nov 13, 2025",500,paid,1
348,26770110100911005157,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 13, 2025",500,paid,1
349,26770110100911009033,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 13, 2025",500,paid,1
350,26770110100911003636,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 13, 2025",500,paid,0
351,26770110100911003735,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 13, 2025",500,paid,0
352,26770110100911006240,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-18 Al Fazal town,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 13, 2025",300,paid,1
353,26770110100911007063,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-18 Al Fazal town,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 13, 2025",300,paid,1
354,26770110100911007966,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 13, 2025",500,paid,1
355,26770110100911009081,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 13, 2025",500,paid,1
356,26770110100911009238,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-17 Block no 2,Commercial Urban Small business,500,50,,1Bill,"Nov 13, 2025",500,paid,1
357,26770110100911009411,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 13, 2025",300,paid,1
358,26770110100911008020,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 13, 2025",300,paid,1
359,26770110100911007671,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 13, 2025",300,paid,1
360,26770110100911008846,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 12, 2025",500,paid,1
361,26770110100911008404,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Medium business,1000,100,,1Bill,"Nov 12, 2025",1000,paid,1
362,26770110100911008702,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 12, 2025",500,paid,1
363,26770110100911005378,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 12, 2025",500,paid,1
364,26770110100911005707,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 12, 2025",500,paid,1
365,26770110100911008652,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-14 Sulman pura,Commercial Urban Small business,500,50,,1Bill,"Nov 12, 2025",500,paid,1
366,26770110100911007292,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 12, 2025",300,paid,1
367,26770110100911003542,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-17 Block no 2,Commercial Urban Small business,500,50,,1Bill,"Nov 12, 2025",500,paid,0
368,26770110100911003745,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 12, 2025",500,paid,0
369,26770110100911009410,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 12, 2025",300,paid,1
370,26770110100911004758,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 12, 2025",300,paid,1
371,26770110100911009123,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-14 Sulman pura,Commercial Urban Small business,500,50,,1Bill,"Nov 12, 2025",500,paid,1
372,26770110100911003813,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,0
373,26770110100911008059,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
374,26770110100911003641,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,0
375,26770110100911005370,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,1
376,26770110100911003723,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,0
377,26770110100911003657,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,0
378,26770110100911003667,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,0
379,26770110100911004731,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-3, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
380,26770110100911008015,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
381,26770110100911009417,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
382,26770110100911003626,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,0
383,26770110100911008560,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Medium business,1000,100,,1Bill,"Nov 11, 2025",1000,paid,1
384,26770110100911008639,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-14 Sulman pura,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,1
385,26770110100911008718,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-14 Sulman pura,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,1
386,26770110100911003387,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-17 Block no 2,Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,0
387,26770110100911005252,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,1
388,26770110100911005142,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 11, 2025",500,paid,1
389,26770110100911009258,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-3, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 11, 2025",300,paid,1
390,26770110100911007586,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 10, 2025",300,paid,1
391,26770110100911009273,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 10, 2025",300,paid,1
392,26770110100911005410,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-20 Noon Sugar Mills,Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
393,26770110100911009352,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-3, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
394,26770110100911009274,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 10, 2025",300,paid,1
395,26770110100911003100,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,0
396,26770110100911007357,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 10, 2025",300,paid,1
