Sr#,PSID,Month,WMC,Division,District,Tehsil,Office,UC,Billing Category,Amount,Fine,Bill PDF,Channel,Paid Date,Paid Amount,Status,Active
397,26770110100911009017,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-17 Block no 2,Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
398,26770110100911002868,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,0
399,26770110100911006066,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-3, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
400,26770110100911003876,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 09, 2025",550,paid,0
401,26770110100911003882,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 08, 2025",550,paid,0
402,26770110100911004434,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,OTC/Cash,"Nov 08, 2025",550,paid,0
403,26770110100911007922,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 07, 2025",500,paid,1
404,26770110100911004125,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 07, 2025",500,paid,0
405,26770110100911004477,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 07, 2025",500,paid,0
406,26770110100911002862,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Medium business,1000,100,,1Bill,"Nov 07, 2025",1000,paid,0
407,26770110100911007717,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
408,26770110100911007685,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
409,26770110100911009427,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
410,26770110100911006152,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-3, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
411,26770110100911007791,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
412,26770110100911004752,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-3, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 05, 2025",300,paid,1
413,26770110100911008054,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 05, 2025",300,paid,1
414,26770110100911004733,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-3, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 05, 2025",300,paid,1
415,26770110100911009282,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 05, 2025",500,paid,1
416,26770110100911004754,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-3, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 05, 2025",300,paid,1
417,26770110100911009302,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 05, 2025",300,paid,1
418,26770110100911007668,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 05, 2025",300,paid,1
419,26770110100911007539,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 05, 2025",300,paid,1
420,26770110100911005677,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-4 Zahoor Hayat Colony Bhalwal,Commercial Urban Small business,500,50,,1Bill,"Nov 05, 2025",500,paid,1
421,26770110100911005646,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 04, 2025",500,paid,1
422,26770110100911007538,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 04, 2025",300,paid,1
423,26770110100911007957,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 04, 2025",500,paid,1
424,26770110100911007747,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 04, 2025",300,paid,1
425,26770110100911000995,Sep 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-7 Sultanabad/Hade Pura,Commercial Urban Small business,500,50,,1Bill,"Oct 18, 2025",550,paid,0
426,26770110100911000940,Sep 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-14 Sulman pura,Commercial Urban Small business,500,50,,1Bill,"Oct 15, 2025",550,paid,0
427,26770110100911000938,Sep 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-14 Sulman pura,Commercial Urban Small business,500,50,,1Bill,"Oct 15, 2025",550,paid,0
428,26770110100911000937,Sep 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-14 Sulman pura,Commercial Urban Small business,500,50,,1Bill,"Oct 15, 2025",550,paid,0
429,26770110100911000934,Sep 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-14 Sulman pura,Commercial Urban Small business,500,50,,1Bill,"Oct 14, 2025",550,paid,0
