Sr#,PSID,Month,WMC,Division,District,Tehsil,Office,UC,Billing Category,Amount,Fine,Bill PDF,Channel,Paid Date,Paid Amount,Status,Active
375,26770110100905007875,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-23, Girote, Khushab",Commercial Rural Small business,1290,129,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/12/05/2041/suthra-bill-2062559990.pdf,1Bill,"Nov 17, 2025",1290,paid,1
376,26770110100905020623,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Commercial Urban Small business,500,50,,1Bill,"Nov 17, 2025",500,paid,1
377,26770110100905017561,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-15/Muhalla Ewana Wala,Commercial Urban Small business,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/16/133/bill-spj-14737-area-5981-02-55-18.pdf,1Bill,"Nov 17, 2025",500,paid,1
378,26770110100905020404,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-23/Ghalla Mandi,Commercial Urban Small business,500,50,,1Bill,"Nov 17, 2025",500,paid,1
379,26770110100905018262,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-21/Satellite Town 02,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 17, 2025",300,paid,1
380,26770110100905018973,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-03/Ayub Colony,Commercial Urban Small business,500,50,,1Bill,"Nov 17, 2025",500,paid,1
381,26770110100905021096,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-15/Muhalla Ewana Wala,Domestic Urban Above 5 to 10 marla,500,50,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/16/133/bill-spj-14737-area-5981-02-55-18.pdf,1Bill,"Nov 17, 2025",500,paid,1
382,26770110100905007074,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-27, Bijar Janubi, Khushab",Domestic Rural Above 5 to 10 marla,860,86,,1Bill,"Nov 17, 2025",860,paid,1
383,26770110100905020805,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",KHB 02,Commercial Urban Medium business,1000,100,,1Bill,"Nov 17, 2025",1000,paid,1
384,26770110100905016416,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-20, Botala, Khushab",Commercial Rural Small business,600,63,https://suthra.punjab.gov.pk/suthra-nfs/suthra/uploads/suthra-punjab-bill/2025/11/18/9/16/133/bill-spj-15008-area-5458-02-56-49.pdf,1Bill,"Nov 17, 2025",600,paid,1
385,26770110100905009987,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-23, Girote, Khushab",Commercial Rural Small business,1200,129,,1Bill,"Nov 17, 2025",1200,paid,1
386,26770110100905009449,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 16, 2025",900,paid,0
387,26770110100905018137,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-21/Satellite Town 02,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 16, 2025",300,paid,1
388,26770110100905017273,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-23/Ghalla Mandi,Commercial Urban Small business,500,50,,1Bill,"Nov 16, 2025",500,paid,1
389,26770110100905017282,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-23/Ghalla Mandi,Commercial Urban Small business,500,50,,1Bill,"Nov 16, 2025",500,paid,1
390,26770110100905003584,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-04/Muhalla Ghousia,Commercial Urban Small business,1500,150,,1Bill,"Nov 16, 2025",1500,paid,0
391,26770110100905018117,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-21/Satellite Town 02,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 16, 2025",300,paid,1
392,26770110100905017200,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-15/Muhalla Ewana Wala,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 16, 2025",300,paid,1
393,26770110100905016673,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-17, Chak 63 MB, Khushab",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 16, 2025",200,paid,0
394,26770110100905002442,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-18, Chak 51 MB, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 16, 2025",900,paid,0
395,26770110100905019183,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-03/Ayub Colony,Domestic Urban Above 5 to 10 marla,500,50,,1Bill,"Nov 16, 2025",500,paid,1
396,26770110100905020497,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Commercial Urban Small business,500,50,,1Bill,"Nov 16, 2025",500,paid,1
397,26770110100905016601,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-18, Chak 51 MB, Khushab",Domestic Rural Above 5 to 10 marla,200,20,,1Bill,"Nov 16, 2025",200,paid,0
398,26770110100905016807,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-16, Sandral, Khushab",Domestic Rural Above 10 to 20 marla,400,40,,1Bill,"Nov 16, 2025",400,paid,0
399,26770110100905010880,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-27, Bijar Janubi, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 16, 2025",900,paid,0
400,26770110100905005452,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-20, Botala, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 16, 2025",600,paid,0
401,26770110100905018292,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-21/Satellite Town 02,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 16, 2025",300,paid,1
402,26770110100905020019,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-20/Block No 1,Commercial Urban Small business,500,50,,1Bill,"Nov 16, 2025",500,paid,1
403,26770110100905018029,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-21/Satellite Town 02,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 16, 2025",300,paid,1
404,26770110100905007080,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-27, Bijar Janubi, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 16, 2025",600,paid,0
405,26770110100905009736,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-25, Lukoo, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 16, 2025",600,paid,0
406,26770110100905009243,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-27, Bijar Janubi, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 16, 2025",600,paid,0
407,26770110100905017975,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-21/Satellite Town 02,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 16, 2025",300,paid,1
408,26770110100905009088,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 16, 2025",900,paid,0
409,26770110100905004593,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-27, Bijar Janubi, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
410,26770110100905003640,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-04/Muhalla Ghousia,Commercial Urban Small business,1500,150,,1Bill,"Nov 15, 2025",1500,paid,0
411,26770110100905004578,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-27, Bijar Janubi, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
412,26770110100905010800,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-26, Mitha Tiwana Janubi, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
413,26770110100905010832,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-18, Chak 51 MB, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
414,26770110100905010837,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-18, Chak 51 MB, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
415,26770110100905010848,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-18, Chak 51 MB, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
416,26770110100905004470,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
417,26770110100905003227,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
418,26770110100905003235,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
419,26770110100905009509,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
420,26770110100905005464,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-20, Botala, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
421,26770110100905009636,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
422,26770110100905010231,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
423,26770110100905008095,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
424,26770110100905018249,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-21/Satellite Town 02,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 15, 2025",300,paid,1
425,26770110100905004468,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
426,26770110100905004466,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
427,26770110100905010770,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-26, Mitha Tiwana Janubi, Khushab",Commercial Rural Medium business,2100,210,,1Bill,"Nov 15, 2025",2100,paid,0
428,26770110100905004444,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Medium business,2100,210,,1Bill,"Nov 15, 2025",2100,paid,0
429,26770110100905004441,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-22, Mohib Pur, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
430,26770110100905004338,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-20, Botala, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
431,26770110100905010426,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Medium business,2100,210,,1Bill,"Nov 15, 2025",2100,paid,0
432,26770110100905004122,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-20, Botala, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
433,26770110100905009329,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-21, Hassan Pur Tiwana, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
434,26770110100905004107,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
435,26770110100905010487,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-18, Chak 51 MB, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
436,26770110100905004083,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
437,26770110100905004004,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Medium business,2100,210,,1Bill,"Nov 15, 2025",2100,paid,0
438,26770110100905003975,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-25, Lukoo, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
439,26770110100905003636,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-04/Muhalla Ghousia,Commercial Urban Small business,1500,150,,1Bill,"Nov 15, 2025",1500,paid,0
440,26770110100905006184,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-26, Mitha Tiwana Janubi, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
441,26770110100905005967,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-27, Bijar Janubi, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
442,26770110100905010015,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
443,26770110100905008259,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-21, Hassan Pur Tiwana, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
444,26770110100905003664,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-04/Muhalla Ghousia,Commercial Urban Small business,1500,150,,1Bill,"Nov 15, 2025",1500,paid,0
445,26770110100905003639,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-04/Muhalla Ghousia,Commercial Urban Small business,1500,150,,1Bill,"Nov 15, 2025",1500,paid,0
446,26770110100905010026,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
447,26770110100905010056,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-14, Kund Shumali, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
448,26770110100905003616,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-04/Muhalla Ghousia,Commercial Urban Small business,1500,150,,1Bill,"Nov 15, 2025",1500,paid,0
449,26770110100905010074,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-14, Kund Shumali, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
450,26770110100905009946,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-23, Girote, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
451,26770110100905007870,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-23, Girote, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
452,26770110100905008453,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-21, Hassan Pur Tiwana, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
453,26770110100905007862,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-23, Girote, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
454,26770110100905010131,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-25, Lukoo, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
455,26770110100905007736,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-26, Mitha Tiwana Janubi, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
456,26770110100905003698,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
457,26770110100905008552,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
458,26770110100905003705,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Medium business,2100,210,,1Bill,"Nov 15, 2025",2100,paid,0
459,26770110100905018124,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-21/Satellite Town 02,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 15, 2025",300,paid,1
460,26770110100905007582,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-20, Botala, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
461,26770110100905007086,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-27, Bijar Janubi, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
462,26770110100905009363,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
463,26770110100905009718,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-23, Girote, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
464,26770110100905006971,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-26, Mitha Tiwana Janubi, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
465,26770110100905008883,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-20, Botala, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
466,26770110100905009691,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
467,26770110100905009674,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
468,26770110100905006954,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-20, Botala, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
469,26770110100905003632,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-04/Muhalla Ghousia,Commercial Urban Small business,1500,150,,1Bill,"Nov 15, 2025",1500,paid,0
470,26770110100905006609,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-20, Botala, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
471,26770110100905006601,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-20, Botala, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
472,26770110100905018367,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",KHB 01,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 15, 2025",300,paid,1
473,26770110100905015790,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Khushab/Ward-17/Muhalla Prachgan,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 15, 2025",300,paid,0
474,26770110100905003974,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-25, Lukoo, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
475,26770110100905002226,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Medium business,2100,210,,1Bill,"Nov 15, 2025",2100,paid,0
476,26770110100905016472,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-20, Botala, Khushab",Commercial Rural Small business,300,30,,1Bill,"Nov 15, 2025",300,paid,0
477,26770110100905002730,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
478,26770110100905001524,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 15, 2025",600,paid,0
479,26770110100905003718,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 15, 2025",900,paid,0
480,26770110100905002097,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Medium business,2100,210,,1Bill,"Nov 15, 2025",2100,paid,0
